doc_section;SKU
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_cablu_coaxial_cu_sufa_RG6.pdf"" target=""_blank"">
  Fisa tehnica pentru cablu coaxial cu Sufa
</a></div></div></div>";RG6-SUFA-ECRANAT
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Instructiuni_de_siguranta_pentru_surse_de_alimentare_safer.pdf"" target=""_blank"">
  Instructiuni de siguranta pentru alimentatoare Safer
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_SAF-XZU350-12-18.pdf"" target=""_blank"">
  Certificat de conformitate SAF-XZU350-12-18
</a></div></div></div>";SAF-XZU350-12-18
;32-400/60
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UT30R.pdf"" target=""_blank"">
  Manual de utilizare SAF-UT30R
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_SAF-UT30R.pdf"" target=""_blank"">
  Certificat de conformitate SAF-UT30R
</a></div></div></div>";SAF-UT30R
;
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_Hard_Disk_Seagate_ST_1-8_TB.pdf"" target=""_blank"">
  Fisa tehnica Hard Disk Seagate ST 1-8 TB
</a></div></div></div>";ST2000VX017
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_si_manual_de_utilizare_pentru_sursa_SAF-XWU250-12-18_1.pdf"" target=""_blank"">
  Fisa tehnica pentru doza Dahua DH-PFA140
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Ghid_accesorii_suporti_de_montaj_pentru_camere_si_echipamente_Dahua.pdf"" target=""_blank"">
  Ghid cu accesorii compatible pentru camere Dahua
</a></div></div></div>";PFA140
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_RB-4020-5.pdf"" target=""_blank"">
  Manual de utilizare UPS Rebel RB-4020-5
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_RB-4025.pdf"" target=""_blank"">
  Declaratie de conformitate RB-4025
</a></div></div></div>";RB-4025
;MYYM2X2.5
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SSD_Dahua_en.pdf"" target=""_blank"">
  Fisa tehnica SSD Dahua en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_2.5_SATA_CARD.pdf"" target=""_blank"">
  Certificat de conformitate 2.5 SDD DAHUA
</a></div></div></div>";SSD-C800AS512G
;TW305S
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_UPCSBLS660TTOAZ01B.pdf"" target=""_blank"">
  Fisa tehnica UPCSBLS660TTOAZ01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UPCSBLS660TTOAZ01B.pdf"" target=""_blank"">
  Manual de utilizare UPCSBLS660TTOAZ01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_UPCSBLS660TTOAZ01B.pdf"" target=""_blank"">
  Certificat de conformitate UPCSBLS660TTOAZ01B
</a></div></div></div>";UPCSBLS660TTOAZ01B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_si_manual_de_utilizare_pentru_sursa_SAF-XWU250-12-18.pdf"" target=""_blank"">
  Manual de utilizare si specificatii tehnice pentru Sursa SAF-XWU250-12-18
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Instructiuni_de_siguranta_pentru_surse_de_alimentare_safer.pdf"" target=""_blank"">
  Instructiuni de siguranta pentru alimentatoare Safer
</a></div></div></div>";SAF-XWU250-12-18
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RACK9USOHO_1.pdf"" target=""_blank"">
  Fisa tehnica RACK9USOHO
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_pentru_RACK-uri_Safer.pdf"" target=""_blank"">
  Declaratie de conformitate RACK-uri Safer
</a></div></div></div>";RACK9USOHO
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_GE4012FF.pdf"" target=""_blank"">
  Fisa tehnica GE4012FF
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_GE4012FF.pdf"" target=""_blank"">
  Certificat de conformitate GE4012FF
</a></div></div></div>";GE4012FF
;E-PS15T50
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa%20600x400x200(1).pdf"" target=""_blank"">
  Fisa tehnica CAS-600X400X200 ro
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_CAS-600X400X200.pdf"" target=""_blank"">
  Certificat de conformitate CAS-600X400X200
</a></div></div></div>";CAS-600X400X200
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_YPS-12-8-10_ro.pdf"" target=""_blank"">
  Fisa tehnica YPS-12-8-10 ro
</a></div></div></div>";YPS-12-8-10
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RACK6U6060.pdf"" target=""_blank"">
  Fisa tehnica RACK6U6060
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_pentru_RACK-uri_Safer.pdf"" target=""_blank"">
  Declaratie de conformitate RACK-uri Safer
</a></div></div></div>";RACK6U6060
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/product-brief-wd-purple-hdd.pdf"" target=""_blank"">
  Fisa tehnica HDD Western Digital PURZ
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE%20Western.pdf"" target=""_blank"">
  Declaratie de conformitate WDBUZG0010BBK-WESN en
</a></div><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator estimativ pentru stocare inregistrari
</a></div></div></div>";WDBUZG0010BBK-WESN
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_RB-4020-5.pdf"" target=""_blank"">
  Manual de utilizare UPS Rebel RB-4020-5
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_RB-4024.pdf"" target=""_blank"">
  Declaratie de conformitate RB-4024
</a></div></div></div>";RB-4024
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SAF-UTP1LN5E-305M-CU.pdf"" target=""_blank"">
  Fisa tehnica SAF-UTP1LN5E-305M-CU
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SAF-UTP1LN5E-305M-CU.pdf"" target=""_blank"">
  Certificat de conformitate SAF-UTP1LN5E-305M-CU
</a></div></div></div>";SAF-UTP1LN5E-305M-CU
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SAF-24V10A-DIN.pdf"" target=""_blank"">
  Fisa tehnica SAF-24V10A-DIN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Instructiuni_de_siguranta_pentru_surse_de_alimentare_safer.pdf"" target=""_blank"">
  Instructiuni de siguranta pentru alimentatoare Safer
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DECLARATIE_DE_CONFORMITATE_SURSE_SI_ALIMENTATORI_uri_SAFER.pdf"" target=""_blank"">
  Declaratie de conformitate Surse si alimentatori Safer
</a></div></div></div>";SAF-24V10A-DIN
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_UPS_UPS600VA_safer.pdf"" target=""_blank"">
  Fisa tehnica UPS Safer 360W
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_UPS_Safer.pdf"" target=""_blank"">
  Certificat de conformitate UPS SAFER
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_pentru_UPS_Safer_1.pdf"" target=""_blank"">
  Manual de utilizare pentru UPS SAFER 400-2000VA in Romana
</a></div><div><a class=""no-underline"" href=""https://drive.google.com/file/d/1_meNGtVXMtVRRyvoU7Hk8SNZ_rDVl9zI/view?usp=sharing"" target=""_blank"">
  Software de management pentru PC
</a></div></div></div>";UPS600VA
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RACK6USOHO.pdf"" target=""_blank"">
  Fisa tehnica RACK6USOHO
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_pentru_RACK-uri_Safer.pdf"" target=""_blank"">
  Declaratie de conformitate RACK-uri Safer
</a></div></div></div>";RACK6USOHO
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_HT601B.pdf"" target=""_blank"">
  Fosa tehnica HT601B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_HT601B.pdf"" target=""_blank"">
  Certificat de conformitate HT601B
</a></div></div></div>";HT601B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie%20Seagate.pdf"" target=""_blank"">
  Declaratie de conformitate STEA1000400 en
</a></div><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator estimativ pentru stocare inregistrari
</a></div></div></div>";STEA1000400
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/53636_1_.pdf"" target=""_blank"">
  Fisa tehnica SDR-120-48
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_Sursa_de_alimentare_SDR-120.pdf"" target=""_blank"">
  Certificat de conformitate SDR-120 Mean Well
</a></div></div></div>";SDR-120-48
;EK-50X70X22
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_MYYM3X1.5.pdf"" target=""_blank"">
  Fisa tehnica MYYM3X1.5
</a></div></div></div>";MYYM3X1.5
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_patch_panel_APP06-24-SC_APC-FULL.pdf"" target=""_blank"">
  Fisa tehnica si instructiuni pentru APP06-24-SC/APC-FULL
</a></div></div></div>";APP06-24-SC/APC-FULL
;sursa5x5
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UPS_Serie_Renton.pdf"" target=""_blank"">
  Manual de utilizare UPS Njoy Renton 
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehncia_pentru_UPS_nJoy_Renton_650_plus_UPCSBLS665TRPCG01B.pdf"" target=""_blank"">
  Fisa tehnica UPCSBLS665TRPCG01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_UPCSBLS665TRPCG01B.pdf"" target=""_blank"">
  Declaratie de conformitate UPCSBLS665TRPCG01B
</a></div></div></div>";UPCSBLS665TRPCG01B
;VT-4800
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/20191118085701347.pdf"" target=""_blank"">
  Fisa tehnica UNI-T UT256A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UT256A.pdf"" target=""_blank"">
  Manual de utilizare UT256A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_UT256A.pdf"" target=""_blank"">
  Certificat de conformitate UT256A
</a></div></div></div>";UT256A
;Alim2Ax20
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilziare_pentru_sowtware_Dahua_DSS_Professional.pdf"" target=""_blank"">
  Manual de utilziare DSS Professional EN
</a></div></div></div>";DHI-DSSPro8-Video-License
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DH-PFM920I-5EUN_datasheet_20200706.pdf"" target=""_blank"">
  Fisa tehnica cablu UTP Dahua PFM920I-5EUN 
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_cablu_UTP_Cat5e_Dahua.pdf"" target=""_blank"">
  Certificat de confirmitate PFM920I-5EUN
</a></div></div></div>";PFM920I-5EUN
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DECLARATIE_DE_CONFORMITATE_RACK-URI.pdf"" target=""_blank"">
  Certificat de conformitate
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Rackmanual.pdf"" target=""_blank"">
  Manual montaj RACK
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RACK6U.pdf"" target=""_blank"">
  Fisa tehnica RACK6U
</a></div></div></div>";RACK6U
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_RSP-200-x_si_RSP-320-x.pdf"" target=""_blank"">
  Certificat de conformitate RSP-200-x si RSP-320-x
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RSP-320-12.pdf"" target=""_blank"">
  Fisa tehnica RSP-320-12
</a></div></div></div>";RSP-320-12
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/manual_de_utilizare_hours_plus_de_la_nJoy.pdf"" target=""_blank"">
  Manual de utilizare UPS nJoy
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_pentru_UPS_Horus_800PWUP-LI080H1-AZ01B.pdf"" target=""_blank"">
  Fisa Tehnica pentru ups HORUS 800 PWUP-LI080H1-AZ01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_PWUP-LI080H1-AZ01B.pdf"" target=""_blank"">
  Certificat de conformitate PWUP-LI080H1-AZ01B
</a></div></div></div>";PWUP-LI080H1-AZ01B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DH-PFM930-59N-200.pdf"" target=""_blank"">
  Fisa tehnica DH-PFM930-59N-200
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_cablu_coaxial_RG59.pdf"" target=""_blank"">
  Certificat de confirmitate DH-PFM930-59N-200
</a></div></div></div>";DH-PFM930-59N-200
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-1604ZJ-Pole.pdf"" target=""_blank"">
  Fisa tehnica DS-1604ZJ-Pole
</a></div></div></div>";DS-1604ZJ-Pole
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RACK4U6060.pdf"" target=""_blank"">
  Fisa tehnica RACK4U6060
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_pentru_RACK-uri_Safer.pdf"" target=""_blank"">
  Declaratie de conformitate RACK-uri Safer
</a></div></div></div>";RACK4U6060
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_RB-4023-22-21-20.pdf"" target=""_blank"">
  Manual de utilizare RB-4023-22-21-20
</a></div></div></div>";RB-4023
;CYYF2X1.5
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SSD_KINGSTON_A400.pdf"" target=""_blank"">
  Fisa tehnica SSD KINGSTON A400
</a></div></div></div>";SA400S37/960G
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/20210204035506897.pdf"" target=""_blank"">
  Fisa tehnica LM570LD-II
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_LM570LD-II.pdf"" target=""_blank"">
  Manual de utilizare LM570LD-II
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_LM570LD-II.pdf"" target=""_blank"">
  Certificat de conformitate LM570LD-II
</a></div></div></div>";LM570LD-II
;KAB0546
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/MSC305_Specification.pdf"" target=""_blank"">
  Fisa tehnica MCS305
</a></div></div></div>";MCS305
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_PL_26_AH.pdf"" target=""_blank"">
  Fisa tehnica PL 26 AH
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_PL_26_AH_TED000132.pdf"" target=""_blank"">
  Certificat de conformitate TED
</a></div></div></div>";PL 26 AH
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/RACKFAN2.pdf"" target=""_blank"">
  Fisa tehnica pentru RACKFAN2
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_romana_RACKFAN2.pdf"" target=""_blank"">
  Manual de utilizare (RO) 
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_RACKFAN2.pdf"" target=""_blank"">
  Certificat de conformitate RACKFAN2
</a></div></div></div>";RACKFAN2
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/ZTS%20CE-EMC.jpg"" target=""_blank"">
  Declaratie de condormitate ZTS1215-18F en
</a></div></div></div>";ZTS1215-18F
;FS-MK2025
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_UT261B.pdf"" target=""_blank"">
  Fisa tehnica UT261B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UT261B.pdf"" target=""_blank"">
  Manual de utilizare UT261B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_UT261B.pdf"" target=""_blank"">
  Certificat de conformitate UT261B
</a></div></div></div>";UT261B
;32-400/50
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DH-PFM922I-5EUN-C.pdf"" target=""_blank"">
  Fisa tehnica DH-PFM922I-5EUN-C
</a></div></div></div>";DH-PFM922I-5EUN-C
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_RB-4023-22-21-20.pdf"" target=""_blank"">
  Manual de utilizare RB-4023-22-21-20
</a></div></div></div>";RB-4022
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/1Fisa_tehnica_videobaluni_SAF-BA615ATX_SAF-BA615ARX.pdf"" target=""_blank"">
  Fisa tehnica SAF-BA615RX+TX
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_videobaluni_Safer.pdf"" target=""_blank"">
  Certificat de confirmitate videobaluni Safer
</a></div></div></div>";SAF-BA615RX+TX
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_SSD_Hikvision.pdf"" target=""_blank"">
  Fisa Tehnica pentru SSD Hikvision E100
</a></div><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator estimativ pentru stocare inregistrari
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_HS-SSD-E100.pdf"" target=""_blank"">
  Certificat de conformitate HS-SSD-E100
</a></div></div></div>";HS-SSD-E100-1024G
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-1473ZJ-155B.pdf"" target=""_blank"">
  Fisa tehnica DS-1473ZJ-155B
</a></div></div></div>";DS-1473ZJ-155B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Datasheet-of-DS-1276ZJ-SUS_20171201_1_.pdf"" target=""_blank"">
  Fisa tehnica DS-1276ZJ-SUS
</a></div></div></div>";DS-1276ZJ-SUS
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator stocare DVR
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_WD.pdf"" target=""_blank"">
  Certificat de conformitate WD
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_HDD_WD23PURZ.pdf"" target=""_blank"">
  Fisa tehnica HDD WD23PURZ
</a></div></div></div>";WD23PURZ
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/TW100S_Specfication.pdf"" target=""_blank"">
  Fisa tehnica TW100S
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/TW100S_fisa_tehnica.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div></div></div>";TW100S
;PH-SPN7060WA
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_patch_panel_seria_ASY-PP.pdf"" target=""_blank"">
  Certificat de conformitate patch panel seria ASY-PP
</a></div></div></div>";ASY-PP-FTP5E-24
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SP-RCAT5FTPCCA.pdf"" target=""_blank"">
  Rola FTP Spacer Cat5e 305m SP-RCAT5FTPCCA
</a></div></div></div>";SP-RCAT5FTPCCA
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_utilizare_UPLI-LI080KE-CG01B_en.ro.pdf"" target=""_blank"">
  Manual utilizare UPLI-LI080KE-CG01B en/ro
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_UPLI-LI080KE-CG01B_en.pdf"" target=""_blank"">
  Fisa tehnica UPLI-LI080KE-CG01B en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_UPLI-LI080KE-CG01B.pdf"" target=""_blank"">
  Certificat de conformitate UPLI-LI080KE-CG01B
</a></div></div></div>";UPLI-LI080KE-CG01B
;MYYM4X1
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_TED003959.pdf"" target=""_blank"">
  Fisa tehnica TED003959
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_TED003959_.pdf"" target=""_blank"">
  Certificat de conformitate TED003959
</a></div></div></div>";TED003959
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_RB-4023-22-21-20.pdf"" target=""_blank"">
  Manual de utilizare RB-4023-22-21-20
</a></div></div></div>";RB-4021
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_Surse_de_alimentare_Atu_Tech_.pdf"" target=""_blank"">
  Certificat de conformitate Surse de alimentare Atu Tech
</a></div></div></div>";ZTP1210B-09F
